idx	stored	current	delta	agree	sentence
5754	688	688	0.295525	1	From their arrow-slit in the skull, the priests perceived me taking the altitude of the final rib, “How now!” they shout
5755	1843	1843	0.230615	1	That’s for us.” “Aye, priests—well, how long do ye make him, then?” But hereupon a fierce contest rose among them, conce
5756	1098	1098	0.423290	1	These admeasurements I now propose to set before you.
5757	984	984	0.326372	1	But first, be it recorded, that, in this matter, I am not free to utter any fancied measurement I please.
5758	1098	1098	0.122688	1	Because there are skeleton authorities you can refer to, to test my accuracy.
5759	232	232	0.187000	1	There is a Leviathanic Museum, they tell me, in Hull, England, one of the whaling ports of that country, where they have
5760	2073	2073	0.170789	1	Likewise, I have heard that in the museum of Manchester, in New Hampshire, they have what the proprietors call “the only
5761	1888	1888	0.231801	1	In both cases, the stranded whales to which these two skeletons belonged, were originally claimed by their proprietors u
5762	1888	1888	0.052361	1	King Tranquo seizing his because he wanted it; and Sir Clifford, because he was lord of the seignories of those parts.
5763	541	541	0.137967	1	Sir Clifford’s whale has been articulated throughout; so that, like a great chest of drawers, you can open and shut him,
5764	2659	2659	0.006378	1	Locks are to be put upon some of his trap-doors and shutters; and a footman will show round future visitors with a bunch
5765	614	614	0.540640	1	Sir Clifford thinks of charging twopence for a peep at the whispering gallery in the spinal column; threepence to hear t
5766	1888	1888	0.028924	1	The skeleton dimensions I shall now proceed to set down are copied verbatim from my right arm, where I had them tattooed
5767	2073	2073	0.279728	1	But as I was crowded for space, and wished the other parts of my body to remain a blank page for a poem I was then compo
5768	1888	1888	0.480060	1	Measurement of The Whale’s Skeleton.
5769	2098	2098	0.001612	1	In the first place, I wish to lay before you a particular, plain statement, touching the living bulk of this leviathan, 
5770	2793	2793	0.129248	1	Such a statement may prove useful here.
5771	2031	2031	0.189549	1	According to a careful calculation I have made, and which I partly base upon Captain Scoresby’s estimate, of seventy ton
5772	801	801	0.772708	1	Think you not then that brains, like yoked cattle, should be put to this leviathan, to make him at all budge to any land
5773	2073	2073	0.070006	1	Having already in various ways put before you his skull, spout-hole, jaw, teeth, tail, forehead, fins, and divers other 
5774	1678	1678	0.375466	1	But as the colossal skull embraces so very large a proportion of the entire extent of the skeleton; as it is by far the 
5775	1888	1888	0.040535	1	In length, the Sperm Whale’s skeleton at Tranque measured seventy-two feet; so that when fully invested and extended in 
5776	2672	2672	0.204861	1	Of this seventy-two feet, his skull and jaw comprised some twenty feet, leaving some fifty feet of plain back-bone.
5777	1278	1278	0.203629	1	Attached to this back-bone, for something less than a third of its length, was the mighty circular basket of ribs which 
5778	2073	2073	0.547781	1	To me this vast ivory-ribbed chest, with the long, unrelieved spine, extending far away from it in a straight line, not 
5779	1888	1888	0.511415	1	The ribs were ten on a side.
5780	2496	2496	0.516842	1	The first, to begin from the neck, was nearly six feet long; the second, third, and fourth were each successively longer
5781	1790	1790	0.084342	1	From that part, the remaining ribs diminished, till the tenth and last only spanned five feet and some inches.
5782	1888	1888	0.765978	1	In general thickness, they all bore a seemly correspondence to their length.
5783	1888	1888	0.052264	1	The middle ribs were the most arched.
5784	1888	1888	0.301317	1	In some of the Arsacides they are used for beams whereon to lay footpath bridges over small streams.
5785	1888	1888	0.134280	1	In considering these ribs, I could not but be struck anew with the circumstance, so variously repeated in this book, tha
5786	1790	1790	0.228899	1	The largest of the Tranque ribs, one of the middle ones, occupied that part of the fish which, in life, is greatest in d
5787	1504	1504	0.043052	1	Now, the greatest depth of the invested body of this particular whale must have been at least sixteen feet; whereas, the
5788	2776	2776	0.134285	1	So that this rib only conveyed half of the true notion of the living magnitude of that part.
5789	1797	1797	0.484052	1	Besides, for some way, where I now saw but a naked spine, all that had been once wrapped round with tons of added bulk i
5790	386	386	0.057846	1	Still more, for the ample fins, I here saw but a few disordered joints; and in place of the weighty and majestic, but bo
5791	548	548	0.201877	1	How vain and foolish, then, thought I, for timid untravelled man to try to comprehend aright this wondrous whale, by mer
5792	1594	1594	0.128175	1	Only in the heart of quickest perils; only when within the eddyings of his angry flukes; only on the profound unbounded 
5793	1790	1790	0.542113	1	For that, the best way we can consider it is, with a crane, to pile its bones high up on end.
5794	8	8	0.070535	1	But now it’s done, it looks much like Pompey’s Pillar.
5795	1098	1098	0.249844	1	There are forty and odd vertebræ in all, which in the skeleton are not locked together.
5796	2874	2874	0.009501	1	They mostly lie like the great knobbed blocks on a Gothic spire, forming solid courses of heavy masonry.
5797	1888	1888	0.548544	1	The largest, a middle one, is in width something less than three feet, and in depth more than four.
5798	1888	1888	0.129547	1	The smallest, where the spine tapers away into the tail, is only two inches in width, and looks something like a white b
5799	1790	1790	0.280402	1	I was told that there were still smaller ones, but they had been lost by some little cannibal urchins, the priest’s chil
5800	2874	2874	0.253415	1	Thus we see how that the spine of even the hugest of living things tapers off at last into simple child’s play.
5801	2659	2659	0.199028	1	From his mighty bulk the whale affords a most congenial theme whereon to enlarge, amplify, and generally expatiate.
5802	338	338	0.372669	1	Would you, you could not compress him.
5803	746	746	0.031305	1	By good rights he should only be treated of in imperial folio.
5804	1860	1860	0.177333	1	Not to tell over again his furlongs from spiracle to tail, and the yards he measures about the waist; only think of the 
5805	107	107	0.550411	1	Since I have undertaken to manhandle this Leviathan, it behooves me to approve myself omnisciently exhaustive in the ent
5806	626	626	0.018854	1	Having already described him in most of his present habitatory and anatomical peculiarities, it now remains to magnify h
5807	1888	1888	0.383244	1	Applied to any other creature than the Leviathan—to an ant or a flea—such portly terms might justly be deemed unwarranta
5808	2073	2073	0.389735	1	But when Leviathan is the text, the case is altered.
5809	1888	1888	0.414034	1	Fain am I to stagger to this emprise under the weightiest words of the dictionary.
5810	1098	1098	0.105791	1	And here be it said, that whenever it has been convenient to consult one in the course of these dissertations, I have in
5811	1594	1594	0.239432	1	One often hears of writers that rise and swell with their subject, though it may seem but an ordinary one.
5812	1888	1888	0.227220	1	How, then, with me, writing of this Leviathan?
5813	1888	1888	0.514864	1	Unconsciously my chirography expands into placard capitals.
5814	8	8	0.384018	1	Give me a condor’s quill!
5815	2145	2145	0.107282	1	Give me Vesuvius’ crater for an inkstand!
5816	2659	2659	1.051373	1	For in the mere act of penning my thoughts of this Leviathan, they weary me, and make me faint with their outreaching co
5817	1054	1054	0.122157	1	Such, and so magnifying, is the virtue of a large and liberal theme!
5818	912	912	0.165262	1	We expand to its bulk.
5819	396	396	0.459308	1	To produce a mighty book, you must choose a mighty theme.
5820	2265	2265	0.589281	1	No great and enduring volume can ever be written on the flea, though many there be who have tried it.
5821	2467	2467	0.056711	1	Ere entering upon the subject of Fossil Whales, I present my credentials as a geologist, by stating that in my miscellan
5822	2742	2742	0.332394	1	Likewise, by way of preliminary, I desire to remind the reader, that while in the earlier geological strata there are fo
5823	2073	2073	1.047962	1	And though none of them precisely answer to any known species of the present time, they are yet sufficiently akin to the
5824	1888	1888	0.047875	1	Detached broken fossils of pre-adamite whales, fragments of their bones and skeletons, have within thirty years past, at
5825	273	273	0.067445	1	Among the more curious of such remains is part of a skull, which in the year 1779 was disinterred in the Rue Dauphine in
5826	1888	1888	0.277456	1	Cuvier pronounced these fragments to have belonged to some utterly unknown Leviathanic species.
5827	1997	1997	0.275364	1	But by far the most wonderful of all Cetacean relics was the almost complete vast skeleton of an extinct monster, found 
5828	1888	1888	0.304241	1	The awe-stricken credulous slaves in the vicinity took it for the bones of one of the fallen angels.
5829	2098	2098	0.271530	1	The Alabama doctors declared it a huge reptile, and bestowed upon it the name of Basilosaurus.
5830	690	690	0.035613	1	But some specimen bones of it being taken across the sea to Owen, the English Anatomist, it turned out that this alleged
5831	541	541	0.132184	1	A significant illustration of the fact, again and again repeated in this book, that the skeleton of the whale furnishes 
5832	2520	2520	0.024798	1	So Owen rechristened the monster Zeuglodon; and in his paper read before the London Geological Society, pronounced it, i
5833	2073	2073	0.038143	1	When I stand among these mighty Leviathan skeletons, skulls, tusks, jaws, ribs, and vertebræ, all characterized by parti
5834	1278	1278	0.017160	1	Here Saturn’s grey chaos rolls over me, and I obtain dim, shuddering glimpses into those Polar eternities; when wedged b
5835	2073	2073	0.207187	1	Then the whole world was the whale’s; and, king of creation, he left his wake along the present lines of the Andes and t
5836	170	170	0.386719	1	Who can show a pedigree like Leviathan?
5837	1888	1888	0.105096	1	Ahab’s harpoon had shed older blood than the Pharaoh’s.
5838	1888	1888	0.091150	1	I look round to shake hands with Shem.
5839	73	73	0.582805	1	I am horror-struck at this antemosaic, unsourced existence of the unspeakable terrors of the whale, which, having been b
5840	674	674	0.367814	1	But not alone has this Leviathan left his pre-adamite traces in the stereotype plates of nature, and in limestone and ma
