# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	522
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	lexical_pair_id
CONTINUATION__UP_DOWN__PERIOD__BARE__PERIOD	CONTINUATION	UP_DOWN	PERIOD	BARE			up	and	down	up and down	PERIOD	.	up and down.	4	["up", " and", " down", "."]	[929, 290, 866, 13]	2	1	3	 down	-0.056431	4.121794	4.178224	2659	2.999428	1.122365	4.121794	3	 down	2659	2.999428	1.122365	541	1	4.121794	1.122365	1	NONE		
CONTINUATION__UP_DOWN__ROAD__BARE__ROAD	CONTINUATION	UP_DOWN	ROAD	BARE			up	and	down	up and down	ROAD	 the road	up and down the road	5	["up", " and", " down", " the", " road"]	[929, 290, 866, 262, 2975]	2	1	3	 down	-0.056431	4.121794	4.178224	2659	2.999428	1.122365	4.121794	3	 down	2659	2.999428	1.122365	541	1	4.121794	1.122365	1	NONE		
CONTINUATION__UP_DOWN__CLAUSE__BARE__CLAUSE	CONTINUATION	UP_DOWN	CLAUSE	BARE			up	and	down	up and down	CLAUSE	, without stopping	up and down, without stopping	6	["up", " and", " down", ",", " without", " stopping"]	[929, 290, 866, 11, 1231, 12225]	2	1	3	 down	-0.056431	4.121794	4.178224	2659	2.999428	1.122365	4.121794	3	 down	2659	2.999428	1.122365	541	1	4.121794	1.122365	1	NONE		
CONTINUATION__UP_DOWN__XYZ__BARE__XYZ	CONTINUATION	UP_DOWN	XYZ	BARE			up	and	down	up and down	XYZ	 xyz	up and down xyz	5	["up", " and", " down", " x", "yz"]	[929, 290, 866, 2124, 45579]	2	1	3	 down	-0.056431	4.121794	4.178224	2659	2.999428	1.122365	4.121794	3	 down	2659	2.999428	1.122365	541	1	4.121794	1.122365	1	NONE		
CONTINUATION__UP_DOWN__NONE__V9_SPACE__NONE	CONTINUATION	UP_DOWN	NONE	V9_SPACE		 	up	and	down	up and down	NONE		 up and down	3	[" up", " and", " down"]	[510, 290, 866]	2	1	3	 down	-0.028836	4.184615	4.213451	2659	2.812317	1.372298	4.184615	3	 down	1790	3.028113	1.156502	541	1	4.184615	1.156502	1	NONE		
CONTINUATION__UP_DOWN__AGAIN__V9_SPACE__AGAIN	CONTINUATION	UP_DOWN	AGAIN	V9_SPACE		 	up	and	down	up and down	AGAIN	 again	 up and down again	4	[" up", " and", " down", " again"]	[510, 290, 866, 757]	2	1	3	 down	-0.028836	4.184615	4.213451	2659	2.812317	1.372298	4.184615	3	 down	1790	3.028113	1.156502	541	1	4.184615	1.156502	1	NONE		
CONTINUATION__UP_DOWN__PERIOD__V9_SPACE__PERIOD	CONTINUATION	UP_DOWN	PERIOD	V9_SPACE		 	up	and	down	up and down	PERIOD	.	 up and down.	4	[" up", " and", " down", "."]	[510, 290, 866, 13]	2	1	3	 down	-0.028836	4.184615	4.213451	2659	2.812317	1.372298	4.184615	3	 down	1790	3.028113	1.156502	541	1	4.184615	1.156502	1	NONE		
CONTINUATION__UP_DOWN__ROAD__V9_SPACE__ROAD	CONTINUATION	UP_DOWN	ROAD	V9_SPACE		 	up	and	down	up and down	ROAD	 the road	 up and down the road	5	[" up", " and", " down", " the", " road"]	[510, 290, 866, 262, 2975]	2	1	3	 down	-0.028836	4.184615	4.213451	2659	2.812317	1.372298	4.184615	3	 down	1790	3.028113	1.156502	541	1	4.184615	1.156502	1	NONE		
CONTINUATION__UP_DOWN__CLAUSE__V9_SPACE__CLAUSE	CONTINUATION	UP_DOWN	CLAUSE	V9_SPACE		 	up	and	down	up and down	CLAUSE	, without stopping	 up and down, without stopping	6	[" up", " and", " down", ",", " without", " stopping"]	[510, 290, 866, 11, 1231, 12225]	2	1	3	 down	-0.028836	4.184615	4.213451	2659	2.812317	1.372298	4.184615	3	 down	1790	3.028113	1.156502	541	1	4.184615	1.156502	1	NONE		
CONTINUATION__UP_DOWN__XYZ__V9_SPACE__XYZ	CONTINUATION	UP_DOWN	XYZ	V9_SPACE		 	up	and	down	up and down	XYZ	 xyz	 up and down xyz	5	[" up", " and", " down", " x", "yz"]	[510, 290, 866, 2124, 45579]	2	1	3	 down	-0.028836	4.184615	4.213451	2659	2.812317	1.372298	4.184615	3	 down	1588	3.063323	1.121292	541	1	4.184615	1.121292	1	NONE		
CONTINUATION__UP_DOWN__NONE__THE_PHRASE__NONE	CONTINUATION	UP_DOWN	NONE	THE_PHRASE	the phrase 		up	and	down	up and down	NONE		the phrase up and down	5	["the", " phrase", " up", " and", " down"]	[1169, 9546, 510, 290, 866]	4	1	5	 down	-0.027487	4.404452	4.431939	2659	3.312274	1.092178	4.404452	5	 down	2659	3.312274	1.092178	541	1	4.404452	1.092178	1	NONE		
CONTINUATION__UP_DOWN__AGAIN__THE_PHRASE__AGAIN	CONTINUATION	UP_DOWN	AGAIN	THE_PHRASE	the phrase 		up	and	down	up and down	AGAIN	 again	the phrase up and down again	6	["the", " phrase", " up", " and", " down", " again"]	[1169, 9546, 510, 290, 866, 757]	4	1	5	 down	-0.027487	4.404452	4.431939	2659	3.312274	1.092178	4.404452	5	 down	2659	3.312274	1.092178	541	1	4.404452	1.092178	1	NONE		
CONTINUATION__UP_DOWN__PERIOD__THE_PHRASE__PERIOD	CONTINUATION	UP_DOWN	PERIOD	THE_PHRASE	the phrase 		up	and	down	up and down	PERIOD	.	the phrase up and down.	6	["the", " phrase", " up", " and", " down", "."]	[1169, 9546, 510, 290, 866, 13]	4	1	5	 down	-0.027487	4.404452	4.431939	2659	3.312274	1.092178	4.404452	5	 down	2659	3.312274	1.092178	541	1	4.404452	1.092178	1	NONE		
CONTINUATION__UP_DOWN__ROAD__THE_PHRASE__ROAD	CONTINUATION	UP_DOWN	ROAD	THE_PHRASE	the phrase 		up	and	down	up and down	ROAD	 the road	the phrase up and down the road	7	["the", " phrase", " up", " and", " down", " the", " road"]	[1169, 9546, 510, 290, 866, 262, 2975]	4	1	5	 down	-0.027487	4.404452	4.431939	2659	3.312274	1.092178	4.404452	5	 down	2659	3.312274	1.092178	541	1	4.404452	1.092178	1	NONE		
CONTINUATION__UP_DOWN__CLAUSE__THE_PHRASE__CLAUSE	CONTINUATION	UP_DOWN	CLAUSE	THE_PHRASE	the phrase 		up	and	down	up and down	CLAUSE	, without stopping	the phrase up and down, without stopping	8	["the", " phrase", " up", " and", " down", ",", " without", " stopping"]	[1169, 9546, 510, 290, 866, 11, 1231, 12225]	4	1	5	 down	-0.027487	4.404452	4.431939	2659	3.312274	1.092178	4.404452	5	 down	2659	3.312274	1.092178	541	1	4.404452	1.092178	1	NONE		
CONTINUATION__UP_DOWN__XYZ__THE_PHRASE__XYZ	CONTINUATION	UP_DOWN	XYZ	THE_PHRASE	the phrase 		up	and	down	up and down	XYZ	 xyz	the phrase up and down xyz	7	["the", " phrase", " up", " and", " down", " x", "yz"]	[1169, 9546, 510, 290, 866, 2124, 45579]	4	1	5	 down	-0.027487	4.404452	4.431939	2659	3.312274	1.092178	4.404452	5	 down	2659	3.312274	1.092178	541	1	4.404452	1.092178	1	NONE		
CONTINUATION__UP_DOWN__NONE__THEY_SAID__NONE	CONTINUATION	UP_DOWN	NONE	THEY_SAID	they said 		up	and	down	up and down	NONE		they said up and down	5	["they", " said", " up", " and", " down"]	[9930, 531, 510, 290, 866]	4	1	5	 down	-0.03435	4.283481	4.31783	2659	2.988347	1.295134	4.283481	5	 down	2659	2.988347	1.295134	541	1	4.283481	1.295134	1	NONE		
CONTINUATION__UP_DOWN__AGAIN__THEY_SAID__AGAIN	CONTINUATION	UP_DOWN	AGAIN	THEY_SAID	they said 		up	and	down	up and down	AGAIN	 again	they said up and down again	6	["they", " said", " up", " and", " down", " again"]	[9930, 531, 510, 290, 866, 757]	4	1	5	 down	-0.03435	4.283481	4.31783	2659	2.988347	1.295134	4.283481	5	 down	2659	2.988347	1.295134	541	1	4.283481	1.295134	1	NONE		
CONTINUATION__UP_DOWN__PERIOD__THEY_SAID__PERIOD	CONTINUATION	UP_DOWN	PERIOD	THEY_SAID	they said 		up	and	down	up and down	PERIOD	.	they said up and down.	6	["they", " said", " up", " and", " down", "."]	[9930, 531, 510, 290, 866, 13]	4	1	5	 down	-0.03435	4.283481	4.31783	2659	2.988347	1.295134	4.283481	5	 down	2659	2.988347	1.295134	541	1	4.283481	1.295134	1	NONE		
CONTINUATION__UP_DOWN__ROAD__THEY_SAID__ROAD	CONTINUATION	UP_DOWN	ROAD	THEY_SAID	they said 		up	and	down	up and down	ROAD	 the road	they said up and down the road	7	["they", " said", " up", " and", " down", " the", " road"]	[9930, 531, 510, 290, 866, 262, 2975]	4	1	5	 down	-0.03435	4.283481	4.31783	2659	2.988347	1.295134	4.283481	5	 down	2659	2.988347	1.295134	541	1	4.283481	1.295134	1	NONE		
CONTINUATION__UP_DOWN__CLAUSE__THEY_SAID__CLAUSE	CONTINUATION	UP_DOWN	CLAUSE	THEY_SAID	they said 		up	and	down	up and down	CLAUSE	, without stopping	they said up and down, without stopping	8	["they", " said", " up", " and", " down", ",", " without", " stopping"]	[9930, 531, 510, 290, 866, 11, 1231, 12225]	4	1	5	 down	-0.03435	4.283481	4.31783	2659	2.988347	1.295134	4.283481	5	 down	2659	2.988347	1.295134	541	1	4.283481	1.295134	1	NONE		
CONTINUATION__UP_DOWN__XYZ__THEY_SAID__XYZ	CONTINUATION	UP_DOWN	XYZ	THEY_SAID	they said 		up	and	down	up and down	XYZ	 xyz	they said up and down xyz	7	["they", " said", " up", " and", " down", " x", "yz"]	[9930, 531, 510, 290, 866, 2124, 45579]	4	1	5	 down	-0.03435	4.283481	4.31783	2659	2.988347	1.295134	4.283481	5	 down	1588	3.064369	1.219111	541	1	4.283481	1.219111	1	NONE		
CONTINUATION__NOW_THEN__NONE__BARE__NONE	CONTINUATION	NOW_THEN	NONE	BARE			now	and	then	now and then	NONE		now and then	3	["now", " and", " then"]	[2197, 290, 788]	2	1	3	 then	-0.01108	3.322907	3.333987	2753	2.422943	0.899964	3.322907	3	 then	1888	2.69629	0.626617	541	1	3.322907	0.626617	1	NONE		
CONTINUATION__NOW_THEN__AGAIN__BARE__AGAIN	CONTINUATION	NOW_THEN	AGAIN	BARE			now	and	then	now and then	AGAIN	 again	now and then again	4	["now", " and", " then", " again"]	[2197, 290, 788, 757]	2	1	3	 then	-0.01108	3.322907	3.333987	2753	2.422943	0.899964	3.322907	3	 then	1888	2.69629	0.626617	541	1	3.322907	0.626617	1	NONE		
CONTINUATION__NOW_THEN__PERIOD__BARE__PERIOD	CONTINUATION	NOW_THEN	PERIOD	BARE			now	and	then	now and then	PERIOD	.	now and then.	4	["now", " and", " then", "."]	[2197, 290, 788, 13]	2	1	3	 then	-0.01108	3.322907	3.333987	2753	2.422943	0.899964	3.322907	3	 then	1888	2.69629	0.626617	541	1	3.322907	0.626617	1	NONE		
CONTINUATION__NOW_THEN__ROAD__BARE__ROAD	CONTINUATION	NOW_THEN	ROAD	BARE			now	and	then	now and then	ROAD	 the road	now and then the road	5	["now", " and", " then", " the", " road"]	[2197, 290, 788, 262, 2975]	2	1	3	 then	-0.01108	3.322907	3.333987	2753	2.422943	0.899964	3.322907	3	 then	1790	2.852696	0.470211	541	1	3.322907	0.470211	1	NONE		
CONTINUATION__NOW_THEN__CLAUSE__BARE__CLAUSE	CONTINUATION	NOW_THEN	CLAUSE	BARE			now	and	then	now and then	CLAUSE	, without stopping	now and then, without stopping	6	["now", " and", " then", ",", " without", " stopping"]	[2197, 290, 788, 11, 1231, 12225]	2	1	3	 then	-0.01108	3.322907	3.333987	2753	2.422943	0.899964	3.322907	3	 then	1837	2.785792	0.537115	541	1	3.322907	0.537115	1	NONE		
CONTINUATION__NOW_THEN__XYZ__BARE__XYZ	CONTINUATION	NOW_THEN	XYZ	BARE			now	and	then	now and then	XYZ	 xyz	now and then xyz	5	["now", " and", " then", " x", "yz"]	[2197, 290, 788, 2124, 45579]	2	1	3	 then	-0.01108	3.322907	3.333987	2753	2.422943	0.899964	3.322907	3	 then	1888	2.842341	0.480566	541	1	3.322907	0.480566	1	NONE		
CONTINUATION__NOW_THEN__NONE__V9_SPACE__NONE	CONTINUATION	NOW_THEN	NONE	V9_SPACE		 	now	and	then	now and then	NONE		 now and then	3	[" now", " and", " then"]	[783, 290, 788]	2	1	3	 then	-0.004342	3.729739	3.734081	2753	2.298113	1.431626	3.729739	3	 then	1888	3.160015	0.569724	541	1	3.729739	0.569724	1	NONE		
CONTINUATION__NOW_THEN__AGAIN__V9_SPACE__AGAIN	CONTINUATION	NOW_THEN	AGAIN	V9_SPACE		 	now	and	then	now and then	AGAIN	 again	 now and then again	4	[" now", " and", " then", " again"]	[783, 290, 788, 757]	2	1	3	 then	-0.004342	3.729739	3.734081	2753	2.298113	1.431626	3.729739	3	 then	1888	3.160015	0.569724	541	1	3.729739	0.569724	1	NONE		
CONTINUATION__NOW_THEN__PERIOD__V9_SPACE__PERIOD	CONTINUATION	NOW_THEN	PERIOD	V9_SPACE		 	now	and	then	now and then	PERIOD	.	 now and then.	4	[" now", " and", " then", "."]	[783, 290, 788, 13]	2	1	3	 then	-0.004342	3.729739	3.734081	2753	2.298113	1.431626	3.729739	3	 then	1888	3.160015	0.569724	541	1	3.729739	0.569724	1	NONE		
CONTINUATION__NOW_THEN__ROAD__V9_SPACE__ROAD	CONTINUATION	NOW_THEN	ROAD	V9_SPACE		 	now	and	then	now and then	ROAD	 the road	 now and then the road	5	[" now", " and", " then", " the", " road"]	[783, 290, 788, 262, 2975]	2	1	3	 then	-0.004342	3.729739	3.734081	2753	2.298113	1.431626	3.729739	3	 then	1888	3.160015	0.569724	541	1	3.729739	0.569724	1	NONE		
CONTINUATION__NOW_THEN__CLAUSE__V9_SPACE__CLAUSE	CONTINUATION	NOW_THEN	CLAUSE	V9_SPACE		 	now	and	then	now and then	CLAUSE	, without stopping	 now and then, without stopping	6	[" now", " and", " then", ",", " without", " stopping"]	[783, 290, 788, 11, 1231, 12225]	2	1	3	 then	-0.004342	3.729739	3.734081	2753	2.298113	1.431626	3.729739	3	 then	1888	3.160015	0.569724	541	1	3.729739	0.569724	1	NONE		
CONTINUATION__NOW_THEN__XYZ__V9_SPACE__XYZ	CONTINUATION	NOW_THEN	XYZ	V9_SPACE		 	now	and	then	now and then	XYZ	 xyz	 now and then xyz	5	[" now", " and", " then", " x", "yz"]	[783, 290, 788, 2124, 45579]	2	1	3	 then	-0.004342	3.729739	3.734081	2753	2.298113	1.431626	3.729739	3	 then	1888	3.160015	0.569724	541	1	3.729739	0.569724	1	NONE		
CONTINUATION__NOW_THEN__NONE__THE_PHRASE__NONE	CONTINUATION	NOW_THEN	NONE	THE_PHRASE	the phrase 		now	and	then	now and then	NONE		the phrase now and then	5	["the", " phrase", " now", " and", " then"]	[1169, 9546, 783, 290, 788]	4	1	5	 then	-0.010343	4.171427	4.18177	2753	2.295522	1.875905	4.171427	5	 then	2073	3.233146	0.938281	541	1	4.171427	0.938281	1	NONE		
CONTINUATION__NOW_THEN__AGAIN__THE_PHRASE__AGAIN	CONTINUATION	NOW_THEN	AGAIN	THE_PHRASE	the phrase 		now	and	then	now and then	AGAIN	 again	the phrase now and then again	6	["the", " phrase", " now", " and", " then", " again"]	[1169, 9546, 783, 290, 788, 757]	4	1	5	 then	-0.010343	4.171427	4.18177	2753	2.295522	1.875905	4.171427	5	 then	2073	3.233146	0.938281	541	1	4.171427	0.938281	1	NONE		
CONTINUATION__NOW_THEN__PERIOD__THE_PHRASE__PERIOD	CONTINUATION	NOW_THEN	PERIOD	THE_PHRASE	the phrase 		now	and	then	now and then	PERIOD	.	the phrase now and then.	6	["the", " phrase", " now", " and", " then", "."]	[1169, 9546, 783, 290, 788, 13]	4	1	5	 then	-0.010343	4.171427	4.18177	2753	2.295522	1.875905	4.171427	5	 then	2073	3.233146	0.938281	541	1	4.171427	0.938281	1	NONE		
CONTINUATION__NOW_THEN__ROAD__THE_PHRASE__ROAD	CONTINUATION	NOW_THEN	ROAD	THE_PHRASE	the phrase 		now	and	then	now and then	ROAD	 the road	the phrase now and then the road	7	["the", " phrase", " now", " and", " then", " the", " road"]	[1169, 9546, 783, 290, 788, 262, 2975]	4	1	5	 then	-0.010343	4.171427	4.18177	2753	2.295522	1.875905	4.171427	5	 then	2073	3.233146	0.938281	541	1	4.171427	0.938281	1	NONE		
CONTINUATION__NOW_THEN__CLAUSE__THE_PHRASE__CLAUSE	CONTINUATION	NOW_THEN	CLAUSE	THE_PHRASE	the phrase 		now	and	then	now and then	CLAUSE	, without stopping	the phrase now and then, without stopping	8	["the", " phrase", " now", " and", " then", ",", " without", " stopping"]	[1169, 9546, 783, 290, 788, 11, 1231, 12225]	4	1	5	 then	-0.010343	4.171427	4.18177	2753	2.295522	1.875905	4.171427	5	 then	2073	3.233146	0.938281	541	1	4.171427	0.938281	1	NONE		
CONTINUATION__NOW_THEN__XYZ__THE_PHRASE__XYZ	CONTINUATION	NOW_THEN	XYZ	THE_PHRASE	the phrase 		now	and	then	now and then	XYZ	 xyz	the phrase now and then xyz	7	["the", " phrase", " now", " and", " then", " x", "yz"]	[1169, 9546, 783, 290, 788, 2124, 45579]	4	1	5	 then	-0.010343	4.171427	4.18177	2753	2.295522	1.875905	4.171427	5	 then	2073	3.233146	0.938281	541	1	4.171427	0.938281	1	NONE		
CONTINUATION__NOW_THEN__NONE__THEY_SAID__NONE	CONTINUATION	NOW_THEN	NONE	THEY_SAID	they said 		now	and	then	now and then	NONE		they said now and then	5	["they", " said", " now", " and", " then"]	[9930, 531, 783, 290, 788]	4	1	5	 then	-0.018547	3.794527	3.813073	2753	2.461329	1.333198	3.794527	5	 then	1790	2.524056	1.270471	541	1	3.794527	1.270471	1	NONE		
CONTINUATION__NOW_THEN__AGAIN__THEY_SAID__AGAIN	CONTINUATION	NOW_THEN	AGAIN	THEY_SAID	they said 		now	and	then	now and then	AGAIN	 again	they said now and then again	6	["they", " said", " now", " and", " then", " again"]	[9930, 531, 783, 290, 788, 757]	4	1	5	 then	-0.018547	3.794527	3.813073	2753	2.461329	1.333198	3.794527	5	 then	1790	2.524056	1.270471	541	1	3.794527	1.270471	1	NONE		
CONTINUATION__NOW_THEN__PERIOD__THEY_SAID__PERIOD	CONTINUATION	NOW_THEN	PERIOD	THEY_SAID	they said 		now	and	then	now and then	PERIOD	.	they said now and then.	6	["they", " said", " now", " and", " then", "."]	[9930, 531, 783, 290, 788, 13]	4	1	5	 then	-0.018547	3.794527	3.813073	2753	2.461329	1.333198	3.794527	5	 then	1790	2.524056	1.270471	541	1	3.794527	1.270471	1	NONE		
CONTINUATION__NOW_THEN__ROAD__THEY_SAID__ROAD	CONTINUATION	NOW_THEN	ROAD	THEY_SAID	they said 		now	and	then	now and then	ROAD	 the road	they said now and then the road	7	["they", " said", " now", " and", " then", " the", " road"]	[9930, 531, 783, 290, 788, 262, 2975]	4	1	5	 then	-0.018547	3.794527	3.813073	2753	2.461329	1.333198	3.794527	5	 then	2073	2.77904	1.015486	541	1	3.794527	1.015486	1	NONE		
CONTINUATION__NOW_THEN__CLAUSE__THEY_SAID__CLAUSE	CONTINUATION	NOW_THEN	CLAUSE	THEY_SAID	they said 		now	and	then	now and then	CLAUSE	, without stopping	they said now and then, without stopping	8	["they", " said", " now", " and", " then", ",", " without", " stopping"]	[9930, 531, 783, 290, 788, 11, 1231, 12225]	4	1	5	 then	-0.018547	3.794527	3.813073	2753	2.461329	1.333198	3.794527	5	 then	1790	2.524056	1.270471	541	1	3.794527	1.270471	1	NONE		
CONTINUATION__NOW_THEN__XYZ__THEY_SAID__XYZ	CONTINUATION	NOW_THEN	XYZ	THEY_SAID	they said 		now	and	then	now and then	XYZ	 xyz	they said now and then xyz	7	["they", " said", " now", " and", " then", " x", "yz"]	[9930, 531, 783, 290, 788, 2124, 45579]	4	1	5	 then	-0.018547	3.794527	3.813073	2753	2.461329	1.333198	3.794527	5	 then	1588	2.826642	0.967885	541	1	3.794527	0.967885	1	NONE		
CONTINUATION__HERE_THERE__NONE__BARE__NONE	CONTINUATION	HERE_THERE	NONE	BARE			here	and	there	here and there	NONE		here and there	3	["here", " and", " there"]	[1456, 290, 612]	2	1	3	 there	-0.016764	4.18168	4.198445	2753	2.63077	1.55091	4.18168	3	 there	2753	2.63077	1.55091	541	1	4.18168	1.55091	1	NONE		
CONTINUATION__HERE_THERE__AGAIN__BARE__AGAIN	CONTINUATION	HERE_THERE	AGAIN	BARE			here	and	there	here and there	AGAIN	 again	here and there again	4	["here", " and", " there", " again"]	[1456, 290, 612, 757]	2	1	3	 there	-0.016764	4.18168	4.198445	2753	2.63077	1.55091	4.18168	3	 there	2753	2.63077	1.55091	541	1	4.18168	1.55091	1	NONE		
CONTINUATION__HERE_THERE__PERIOD__BARE__PERIOD	CONTINUATION	HERE_THERE	PERIOD	BARE			here	and	there	here and there	PERIOD	.	here and there.	4	["here", " and", " there", "."]	[1456, 290, 612, 13]	2	1	3	 there	-0.016764	4.18168	4.198445	2753	2.63077	1.55091	4.18168	3	 there	2753	2.63077	1.55091	541	1	4.18168	1.55091	1	NONE		
CONTINUATION__HERE_THERE__ROAD__BARE__ROAD	CONTINUATION	HERE_THERE	ROAD	BARE			here	and	there	here and there	ROAD	 the road	here and there the road	5	["here", " and", " there", " the", " road"]	[1456, 290, 612, 262, 2975]	2	1	3	 there	-0.016764	4.18168	4.198445	2753	2.63077	1.55091	4.18168	3	 there	2753	2.63077	1.55091	541	1	4.18168	1.55091	1	NONE		
CONTINUATION__HERE_THERE__CLAUSE__BARE__CLAUSE	CONTINUATION	HERE_THERE	CLAUSE	BARE			here	and	there	here and there	CLAUSE	, without stopping	here and there, without stopping	6	["here", " and", " there", ",", " without", " stopping"]	[1456, 290, 612, 11, 1231, 12225]	2	1	3	 there	-0.016764	4.18168	4.198445	2753	2.63077	1.55091	4.18168	3	 there	2753	2.63077	1.55091	541	1	4.18168	1.55091	1	NONE		
CONTINUATION__HERE_THERE__XYZ__BARE__XYZ	CONTINUATION	HERE_THERE	XYZ	BARE			here	and	there	here and there	XYZ	 xyz	here and there xyz	5	["here", " and", " there", " x", "yz"]	[1456, 290, 612, 2124, 45579]	2	1	3	 there	-0.016764	4.18168	4.198445	2753	2.63077	1.55091	4.18168	3	 there	1588	3.105795	1.075885	541	1	4.18168	1.075885	1	NONE		
CONTINUATION__HERE_THERE__NONE__V9_SPACE__NONE	CONTINUATION	HERE_THERE	NONE	V9_SPACE		 	here	and	there	here and there	NONE		 here and there	3	[" here", " and", " there"]	[994, 290, 612]	2	1	3	 there	-0.012329	3.824301	3.83663	2753	2.61626	1.208041	3.824301	3	 there	464	2.896075	0.928227	541	1	3.824301	0.928227	1	NONE		
CONTINUATION__HERE_THERE__AGAIN__V9_SPACE__AGAIN	CONTINUATION	HERE_THERE	AGAIN	V9_SPACE		 	here	and	there	here and there	AGAIN	 again	 here and there again	4	[" here", " and", " there", " again"]	[994, 290, 612, 757]	2	1	3	 there	-0.012329	3.824301	3.83663	2753	2.61626	1.208041	3.824301	3	 there	464	2.896075	0.928227	541	1	3.824301	0.928227	1	NONE		
CONTINUATION__HERE_THERE__PERIOD__V9_SPACE__PERIOD	CONTINUATION	HERE_THERE	PERIOD	V9_SPACE		 	here	and	there	here and there	PERIOD	.	 here and there.	4	[" here", " and", " there", "."]	[994, 290, 612, 13]	2	1	3	 there	-0.012329	3.824301	3.83663	2753	2.61626	1.208041	3.824301	3	 there	464	2.896075	0.928227	541	1	3.824301	0.928227	1	NONE		
CONTINUATION__HERE_THERE__ROAD__V9_SPACE__ROAD	CONTINUATION	HERE_THERE	ROAD	V9_SPACE		 	here	and	there	here and there	ROAD	 the road	 here and there the road	5	[" here", " and", " there", " the", " road"]	[994, 290, 612, 262, 2975]	2	1	3	 there	-0.012329	3.824301	3.83663	2753	2.61626	1.208041	3.824301	3	 there	464	2.896075	0.928227	541	1	3.824301	0.928227	1	NONE		
CONTINUATION__HERE_THERE__CLAUSE__V9_SPACE__CLAUSE	CONTINUATION	HERE_THERE	CLAUSE	V9_SPACE		 	here	and	there	here and there	CLAUSE	, without stopping	 here and there, without stopping	6	[" here", " and", " there", ",", " without", " stopping"]	[994, 290, 612, 11, 1231, 12225]	2	1	3	 there	-0.012329	3.824301	3.83663	2753	2.61626	1.208041	3.824301	3	 there	464	2.896075	0.928227	541	1	3.824301	0.928227	1	NONE		
CONTINUATION__HERE_THERE__XYZ__V9_SPACE__XYZ	CONTINUATION	HERE_THERE	XYZ	V9_SPACE		 	here	and	there	here and there	XYZ	 xyz	 here and there xyz	5	[" here", " and", " there", " x", "yz"]	[994, 290, 612, 2124, 45579]	2	1	3	 there	-0.012329	3.824301	3.83663	2753	2.61626	1.208041	3.824301	3	 there	1588	3.053061	0.771241	541	1	3.824301	0.771241	1	NONE		
CONTINUATION__HERE_THERE__NONE__THE_PHRASE__NONE	CONTINUATION	HERE_THERE	NONE	THE_PHRASE	the phrase 		here	and	there	here and there	NONE		the phrase here and there	5	["the", " phrase", " here", " and", " there"]	[1169, 9546, 994, 290, 612]	4	1	5	 there	-0.004793	4.150404	4.155197	2753	2.695368	1.455036	4.150404	5	 there	2073	3.233146	0.917258	541	1	4.150404	0.917258	1	NONE		
CONTINUATION__HERE_THERE__AGAIN__THE_PHRASE__AGAIN	CONTINUATION	HERE_THERE	AGAIN	THE_PHRASE	the phrase 		here	and	there	here and there	AGAIN	 again	the phrase here and there again	6	["the", " phrase", " here", " and", " there", " again"]	[1169, 9546, 994, 290, 612, 757]	4	1	5	 there	-0.004793	4.150404	4.155197	2753	2.695368	1.455036	4.150404	5	 there	2073	3.233146	0.917258	541	1	4.150404	0.917258	1	NONE		
CONTINUATION__HERE_THERE__PERIOD__THE_PHRASE__PERIOD	CONTINUATION	HERE_THERE	PERIOD	THE_PHRASE	the phrase 		here	and	there	here and there	PERIOD	.	the phrase here and there.	6	["the", " phrase", " here", " and", " there", "."]	[1169, 9546, 994, 290, 612, 13]	4	1	5	 there	-0.004793	4.150404	4.155197	2753	2.695368	1.455036	4.150404	5	 there	2073	3.233146	0.917258	541	1	4.150404	0.917258	1	NONE		
CONTINUATION__HERE_THERE__ROAD__THE_PHRASE__ROAD	CONTINUATION	HERE_THERE	ROAD	THE_PHRASE	the phrase 		here	and	there	here and there	ROAD	 the road	the phrase here and there the road	7	["the", " phrase", " here", " and", " there", " the", " road"]	[1169, 9546, 994, 290, 612, 262, 2975]	4	1	5	 there	-0.004793	4.150404	4.155197	2753	2.695368	1.455036	4.150404	5	 there	2073	3.233146	0.917258	541	1	4.150404	0.917258	1	NONE		
