# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	794
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	completion_token_match	second_token_count_match
PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_03	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_03__ARBITRARY__THEY_SAID__NONE	lanterns and arithmetic	they said lanterns and arithmetic	0	4	5	1	1	-0.036859	-0.038271	0.0	0.487186	1888	2256	0	0	0	1	1
PAIR_PANEL__PAIR_04__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_04	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_04__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_04__CONVENTIONAL__V9_SPACE__NONE	black and white	 black and white	0	2	2	1	1	-0.07361	-0.085524	-0.07361	-0.447211	541	541	1	1	0	1	1
PAIR_PANEL__PAIR_04__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_04	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_04__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_04__CONVENTIONAL__THE_PHRASE__NONE	black and white	the phrase black and white	0	2	4	1	1	-0.630204	-0.641945	-0.630204	-0.861266	541	2073	1	0	1	1	1
PAIR_PANEL__PAIR_04__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_04	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_04__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_04__CONVENTIONAL__THEY_SAID__NONE	black and white	they said black and white	0	2	4	1	1	-0.459479	-0.483268	-0.459479	-0.000313	541	541	1	1	0	1	1
PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_04	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_04__ARBITRARY__V9_SPACE__NONE	velvet or engines	 velvet or engines	0	3	2	1	1	-0.186463	-0.18779	-0.02242	-0.853264	1790	1888	0	0	0	1	1
PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_04	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_04__ARBITRARY__THE_PHRASE__NONE	velvet or engines	the phrase velvet or engines	0	3	4	1	1	-0.189119	-0.193854	-0.02242	-0.771925	1790	2073	0	0	0	1	1
PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_04	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_04__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_04__ARBITRARY__THEY_SAID__NONE	velvet or engines	they said velvet or engines	0	3	4	1	1	-0.169989	-0.174821	-0.02242	0.100351	1790	2256	0	0	0	1	1
PAIR_PANEL__PAIR_05__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_05	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_05__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_05__CONVENTIONAL__V9_SPACE__NONE	pros and cons	 pros and cons	0	3	2	1	1	-0.824081	-0.823095	-0.824081	0.987042	2659	1888	0	0	0	1	1
PAIR_PANEL__PAIR_05__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_05	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_05__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_05__CONVENTIONAL__THE_PHRASE__NONE	pros and cons	the phrase pros and cons	0	3	4	1	1	-0.387455	-0.369225	-0.387455	0.979585	2659	2659	0	0	0	1	1
PAIR_PANEL__PAIR_05__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_05	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_05__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_05__CONVENTIONAL__THEY_SAID__NONE	pros and cons	they said pros and cons	0	3	4	1	1	-0.6395	-0.636619	-0.6395	0.588728	2659	2659	0	0	0	1	1
PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_05	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_05__ARBITRARY__V9_SPACE__NONE	clouds and teaspoons	 clouds and teaspoons	0	3	2	1	1	-0.339835	-0.340596	-0.339835	-0.668967	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_05	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_05__ARBITRARY__THE_PHRASE__NONE	clouds and teaspoons	the phrase clouds and teaspoons	0	3	4	1	1	0.215488	0.216126	0.215488	-0.134113	1888	2073	0	0	0	1	1
PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_05	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_05__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_05__ARBITRARY__THEY_SAID__NONE	clouds and teaspoons	they said clouds and teaspoons	0	3	4	1	1	-0.24922	-0.260837	-0.24922	0.273454	1888	2256	0	0	0	1	1
PAIR_PANEL__PAIR_06__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_06	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_06__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_06__CONVENTIONAL__V9_SPACE__NONE	sooner or later	 sooner or later	0	3	2	1	1	0.454989	0.456961	0.454989	-0.359418	541	1888	1	0	1	1	1
PAIR_PANEL__PAIR_06__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_06	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_06__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_06__CONVENTIONAL__THE_PHRASE__NONE	sooner or later	the phrase sooner or later	0	3	4	1	1	0.582473	0.586328	0.582473	-0.13472	541	2073	1	0	1	1	1
PAIR_PANEL__PAIR_06__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_06	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_06__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_06__CONVENTIONAL__THEY_SAID__NONE	sooner or later	they said sooner or later	0	3	4	1	1	0.108221	0.109093	0.108221	-0.479571	541	2829	1	0	1	1	1
PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_06	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_06__ARBITRARY__V9_SPACE__NONE	north or velvet	 north or velvet	0	2	2	1	1	-0.192567	-0.193768	-0.172827	-0.499896	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_06	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_06__ARBITRARY__THE_PHRASE__NONE	north or velvet	the phrase north or velvet	0	2	4	1	1	-0.04652	-0.047695	-0.04652	-0.525734	1888	2073	0	0	0	1	1
PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_06	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_06__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_06__ARBITRARY__THEY_SAID__NONE	north or velvet	they said north or velvet	0	2	4	1	1	-0.243137	-0.24444	-0.172763	-0.036429	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_07__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_07	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_07__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_07__CONVENTIONAL__V9_SPACE__NONE	give and take	 give and take	0	2	2	1	1	-0.98986	-1.06389	-0.98986	-0.687481	2659	2659	0	0	0	1	1
PAIR_PANEL__PAIR_07__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_07	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_07__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_07__CONVENTIONAL__THE_PHRASE__NONE	give and take	the phrase give and take	0	2	4	1	1	-0.769665	-0.83481	-0.769665	-0.697153	2659	2659	0	0	0	1	1
PAIR_PANEL__PAIR_07__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_07	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_07__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_07__CONVENTIONAL__THEY_SAID__NONE	give and take	they said give and take	0	2	4	1	1	-0.353975	-0.398403	-0.353975	-0.464488	2659	2659	0	0	0	1	1
PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_07	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_07__ARBITRARY__V9_SPACE__NONE	marble and rabbits	 marble and rabbits	0	3	2	1	1	-0.46376	-0.472504	-0.46376	-1.200606	1790	1888	0	0	0	1	1
PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_07	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_07__ARBITRARY__THE_PHRASE__NONE	marble and rabbits	the phrase marble and rabbits	0	3	4	1	1	-0.580265	-0.605539	-0.574914	-0.889623	1790	2073	0	0	0	1	1
PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_07	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_07__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_07__ARBITRARY__THEY_SAID__NONE	marble and rabbits	they said marble and rabbits	0	3	4	1	1	-0.294651	-0.318024	-0.294651	0.039316	1790	1888	0	0	0	1	1
PAIR_PANEL__PAIR_08__CONVENTIONAL__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_08	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_08__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_08__CONVENTIONAL__V9_SPACE__NONE	life and death	 life and death	0	2	2	1	1	-0.352219	-0.363486	-0.352219	0.036737	541	541	1	1	0	1	1
PAIR_PANEL__PAIR_08__CONVENTIONAL__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_08	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_08__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_08__CONVENTIONAL__THE_PHRASE__NONE	life and death	the phrase life and death	0	2	4	1	1	-0.914389	-0.924465	-0.914389	-0.370437	541	2073	1	0	1	1	1
PAIR_PANEL__PAIR_08__CONVENTIONAL__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_08	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_08__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_08__CONVENTIONAL__THEY_SAID__NONE	life and death	they said life and death	0	2	4	1	1	-1.022455	-1.034733	-1.022455	0.006048	541	541	1	1	0	1	1
PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_08	V9_SPACE	BARE	V9_SPACE	PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_08__ARBITRARY__V9_SPACE__NONE	button and ocean	 button and ocean	0	2	2	1	1	-0.499917	-0.510492	-0.499917	-0.644055	1888	1888	0	0	0	1	1
PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	PAIR_PANEL	PAIR_08	THE_PHRASE	BARE	THE_PHRASE	PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_08__ARBITRARY__THE_PHRASE__NONE	button and ocean	the phrase button and ocean	0	2	4	1	1	-0.689727	-0.700182	-0.531656	-1.086845	1888	2073	0	0	0	1	1
PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	PAIR_PANEL	PAIR_08	THEY_SAID	BARE	THEY_SAID	PAIR_PANEL__PAIR_08__ARBITRARY__BARE__NONE	PAIR_PANEL__PAIR_08__ARBITRARY__THEY_SAID__NONE	button and ocean	they said button and ocean	0	2	4	1	1	-0.138126	-0.145782	-0.138126	0.080374	1888	1888	0	0	0	1	1
CONTINUATION__UP_DOWN__NONE__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__UP_DOWN__NONE__BARE__NONE	CONTINUATION__UP_DOWN__NONE__V9_SPACE__NONE	up and down	 up and down	0	2	2	1	1	0.062821	0.035227	0.062821	0.034137	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__NONE__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__UP_DOWN__NONE__BARE__NONE	CONTINUATION__UP_DOWN__NONE__THE_PHRASE__NONE	up and down	the phrase up and down	0	2	4	1	1	0.282658	0.253715	0.282658	-0.030187	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__NONE__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__UP_DOWN__NONE__BARE__NONE	CONTINUATION__UP_DOWN__NONE__THEY_SAID__NONE	up and down	they said up and down	0	2	4	1	1	0.161687	0.139606	0.161687	0.172769	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__AGAIN__BARE__AGAIN__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__UP_DOWN__AGAIN__BARE__AGAIN	CONTINUATION__UP_DOWN__AGAIN__V9_SPACE__AGAIN	up and down again	 up and down again	0	2	2	1	1	0.062821	0.035227	0.062821	0.034137	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__AGAIN__BARE__AGAIN__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__UP_DOWN__AGAIN__BARE__AGAIN	CONTINUATION__UP_DOWN__AGAIN__THE_PHRASE__AGAIN	up and down again	the phrase up and down again	0	2	4	1	1	0.282658	0.253715	0.282658	-0.030187	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__AGAIN__BARE__AGAIN__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__UP_DOWN__AGAIN__BARE__AGAIN	CONTINUATION__UP_DOWN__AGAIN__THEY_SAID__AGAIN	up and down again	they said up and down again	0	2	4	1	1	0.161687	0.139606	0.161687	0.172769	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__PERIOD__BARE__PERIOD__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__UP_DOWN__PERIOD__BARE__PERIOD	CONTINUATION__UP_DOWN__PERIOD__V9_SPACE__PERIOD	up and down.	 up and down.	0	2	2	1	1	0.062821	0.035227	0.062821	0.034137	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__PERIOD__BARE__PERIOD__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__UP_DOWN__PERIOD__BARE__PERIOD	CONTINUATION__UP_DOWN__PERIOD__THE_PHRASE__PERIOD	up and down.	the phrase up and down.	0	2	4	1	1	0.282658	0.253715	0.282658	-0.030187	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__PERIOD__BARE__PERIOD__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__UP_DOWN__PERIOD__BARE__PERIOD	CONTINUATION__UP_DOWN__PERIOD__THEY_SAID__PERIOD	up and down.	they said up and down.	0	2	4	1	1	0.161687	0.139606	0.161687	0.172769	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__ROAD__BARE__ROAD__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__UP_DOWN__ROAD__BARE__ROAD	CONTINUATION__UP_DOWN__ROAD__V9_SPACE__ROAD	up and down the road	 up and down the road	0	2	2	1	1	0.062821	0.035227	0.062821	0.034137	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__ROAD__BARE__ROAD__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__UP_DOWN__ROAD__BARE__ROAD	CONTINUATION__UP_DOWN__ROAD__THE_PHRASE__ROAD	up and down the road	the phrase up and down the road	0	2	4	1	1	0.282658	0.253715	0.282658	-0.030187	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__ROAD__BARE__ROAD__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__UP_DOWN__ROAD__BARE__ROAD	CONTINUATION__UP_DOWN__ROAD__THEY_SAID__ROAD	up and down the road	they said up and down the road	0	2	4	1	1	0.161687	0.139606	0.161687	0.172769	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__CLAUSE__BARE__CLAUSE__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__UP_DOWN__CLAUSE__BARE__CLAUSE	CONTINUATION__UP_DOWN__CLAUSE__V9_SPACE__CLAUSE	up and down, without stopping	 up and down, without stopping	0	2	2	1	1	0.062821	0.035227	0.062821	0.034137	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__CLAUSE__BARE__CLAUSE__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__UP_DOWN__CLAUSE__BARE__CLAUSE	CONTINUATION__UP_DOWN__CLAUSE__THE_PHRASE__CLAUSE	up and down, without stopping	the phrase up and down, without stopping	0	2	4	1	1	0.282658	0.253715	0.282658	-0.030187	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__CLAUSE__BARE__CLAUSE__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__UP_DOWN__CLAUSE__BARE__CLAUSE	CONTINUATION__UP_DOWN__CLAUSE__THEY_SAID__CLAUSE	up and down, without stopping	they said up and down, without stopping	0	2	4	1	1	0.161687	0.139606	0.161687	0.172769	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__XYZ__BARE__XYZ__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__UP_DOWN__XYZ__BARE__XYZ	CONTINUATION__UP_DOWN__XYZ__V9_SPACE__XYZ	up and down xyz	 up and down xyz	0	2	2	1	1	0.062821	0.035227	0.062821	-0.001073	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__XYZ__BARE__XYZ__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__UP_DOWN__XYZ__BARE__XYZ	CONTINUATION__UP_DOWN__XYZ__THE_PHRASE__XYZ	up and down xyz	the phrase up and down xyz	0	2	4	1	1	0.282658	0.253715	0.282658	-0.030187	541	541	1	1	0	1	1
CONTINUATION__UP_DOWN__XYZ__BARE__XYZ__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	UP_DOWN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__UP_DOWN__XYZ__BARE__XYZ	CONTINUATION__UP_DOWN__XYZ__THEY_SAID__XYZ	up and down xyz	they said up and down xyz	0	2	4	1	1	0.161687	0.139606	0.161687	0.096746	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__NONE__BARE__NONE__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__NOW_THEN__NONE__BARE__NONE	CONTINUATION__NOW_THEN__NONE__V9_SPACE__NONE	now and then	 now and then	0	2	2	1	1	0.406832	0.400094	0.406832	-0.056893	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__NONE__BARE__NONE__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__NOW_THEN__NONE__BARE__NONE	CONTINUATION__NOW_THEN__NONE__THE_PHRASE__NONE	now and then	the phrase now and then	0	2	4	1	1	0.84852	0.847783	0.84852	0.311664	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__NONE__BARE__NONE__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__NOW_THEN__NONE__BARE__NONE	CONTINUATION__NOW_THEN__NONE__THEY_SAID__NONE	now and then	they said now and then	0	2	4	1	1	0.47162	0.479086	0.47162	0.643854	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__AGAIN__BARE__AGAIN__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__NOW_THEN__AGAIN__BARE__AGAIN	CONTINUATION__NOW_THEN__AGAIN__V9_SPACE__AGAIN	now and then again	 now and then again	0	2	2	1	1	0.406832	0.400094	0.406832	-0.056893	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__AGAIN__BARE__AGAIN__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__NOW_THEN__AGAIN__BARE__AGAIN	CONTINUATION__NOW_THEN__AGAIN__THE_PHRASE__AGAIN	now and then again	the phrase now and then again	0	2	4	1	1	0.84852	0.847783	0.84852	0.311664	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__AGAIN__BARE__AGAIN__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__NOW_THEN__AGAIN__BARE__AGAIN	CONTINUATION__NOW_THEN__AGAIN__THEY_SAID__AGAIN	now and then again	they said now and then again	0	2	4	1	1	0.47162	0.479086	0.47162	0.643854	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__PERIOD__BARE__PERIOD__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__NOW_THEN__PERIOD__BARE__PERIOD	CONTINUATION__NOW_THEN__PERIOD__V9_SPACE__PERIOD	now and then.	 now and then.	0	2	2	1	1	0.406832	0.400094	0.406832	-0.056893	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__PERIOD__BARE__PERIOD__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__NOW_THEN__PERIOD__BARE__PERIOD	CONTINUATION__NOW_THEN__PERIOD__THE_PHRASE__PERIOD	now and then.	the phrase now and then.	0	2	4	1	1	0.84852	0.847783	0.84852	0.311664	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__PERIOD__BARE__PERIOD__TO__THEY_SAID	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	THEY_SAID	BARE	THEY_SAID	CONTINUATION__NOW_THEN__PERIOD__BARE__PERIOD	CONTINUATION__NOW_THEN__PERIOD__THEY_SAID__PERIOD	now and then.	they said now and then.	0	2	4	1	1	0.47162	0.479086	0.47162	0.643854	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__ROAD__BARE__ROAD__TO__V9_SPACE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	V9_SPACE	BARE	V9_SPACE	CONTINUATION__NOW_THEN__ROAD__BARE__ROAD	CONTINUATION__NOW_THEN__ROAD__V9_SPACE__ROAD	now and then the road	 now and then the road	0	2	2	1	1	0.406832	0.400094	0.406832	0.099513	541	541	1	1	0	1	1
CONTINUATION__NOW_THEN__ROAD__BARE__ROAD__TO__THE_PHRASE	CARRIER_VS_BARE	CONTINUATION	NOW_THEN	THE_PHRASE	BARE	THE_PHRASE	CONTINUATION__NOW_THEN__ROAD__BARE__ROAD	CONTINUATION__NOW_THEN__ROAD__THE_PHRASE__ROAD	now and then the road	the phrase now and then the road	0	2	4	1	1	0.84852	0.847783	0.84852	0.46807	541	541	1	1	0	1	1
